budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",,15582,"[{""id"": 12564, ""name"": ""werewolf""}, {""id"": 13130, ""name"": ""teenager""}]",en,Teen Wolf Too,"Although awkward college student Todd Howard is particularly adept at science, he's paying for school with an athletic scholarship that he will lose should he not fare well in an upcoming boxing tournament. Luckily for Todd, he has inherited the same family curse that once turned his cousin into a werewolf. As he transforms into the hairy, fanged, howling monster, he finds both his physical agility and his popularity skyrocketing -- but at what cost?",4.103764,"[{""name"": ""Atlantic Entertainment Group"", ""id"": 3267}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-11-20,0,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,High school was easy. But college is a whole different ANIMAL.,Teen Wolf Too,3.8,46
3000000,"[{""id"": 18, ""name"": ""Drama""}]",,44634,"[{""id"": 10183, ""name"": ""independent film""}]",en,Woman Thou Art Loosed,"An adaptation of Bishop T.D. Jakes' self-help novel, chronciling a woman's struggle to come to terms with her legacy of abuse, addiction and poverty.",0.019984,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-09-30,6804016,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Woman Thou Art Loosed,5.0,3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 10749, ""name"": ""Romance""}]",,7509,"[{""id"": 2628, ""name"": ""site of pilgrimage""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 4471, ""name"": ""varanasi""}, {""id"": 6194, ""name"": ""hinduism""}, {""id"": 7925, ""name"": ""child bride""}, {""id"": 7926, ""name"": ""mahatma gandhi""}, {""id"": 187056, ""name"": ""woman director""}]",en,Water,"The film examines the plight of a group of widows forced into poverty at a temple in the holy city of Varanasi. It focuses on a relationship between one of the widows, who wants to escape the social restrictions imposed on widows, and a man who is from the highest caste and a follower of Mahatma Gandhi.",2.787375,"[{""name"": ""David Hamilton Productions"", ""id"": 2146}, {""name"": ""Echo Lake Productions"", ""id"": 2147}, {""name"": ""Flagship International"", ""id"": 2148}, {""name"": ""Noble Nomad Pictures"", ""id"": 2149}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2005-09-08,10422387,115,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,,Water,6.8,34
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",,28005,"[{""id"": 496, ""name"": ""poetry""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 187056, ""name"": ""woman director""}]",en,Kama Sutra - A Tale of Love,"Tara and Maya are two inseparable friends in India. Their tastes, habits, and hobbies are the same. Years later, the two have matured, but have maintained their friendship. Tara gets married to the local prince, Raj Singh, who soon succeeds the throne as the sole heir. After the marriage, Raj gets bored of Tara and starts seeking another female to satisfy his sexual needs. He notices Maya and is instantly attracted to her. He has her included as one of his courtesans, and is intimate with her. Watch what happens when Tara finds out and the extent she will go to keep her marriage intact.",3.937939,"[{""name"": ""Mirabai Films"", ""id"": 6235}, {""name"": ""NDF International"", ""id"": 6236}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1996-09-11,4109095,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Kama Sutra - A Tale of Love,5.7,35
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.sonyclassics.com/pleasegive/,40247,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 242, ""name"": ""new york""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 33632, ""name"": ""apartment""}, {""id"": 187056, ""name"": ""woman director""}]",en,Please Give,"In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.",5.325156,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Likely Story"", ""id"": 1785}, {""name"": ""Feelin' Guilty"", ""id"": 46402}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-01-22,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Please Give,6.0,57
0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",,24126,"[{""id"": 12654, ""name"": ""armageddon""}, {""id"": 157667, ""name"": ""warlock""}]",en,Warlock: The Armageddon,"Every six hundred years, a great evil has the opportunity to escape and unleash Armageddon. A group of five stones has the power to either free the evil, or banish it for another six hundred years. An order of Druids battles with a Warlock determined to unleash his father upon the world.",3.107149,"[{""name"": ""Tapestry Films"", ""id"": 870}, {""name"": ""Trimark Pictures"", ""id"": 4063}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-05-01,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Warlock: The Armageddon,5.2,38
0,"[{""id"": 18, ""name"": ""Drama""}]",,17734,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 187056, ""name"": ""woman director""}]",en,Thirteen Conversations About One Thing,"The lives of a lawyer, an actuary, a housecleaner, a professor, and the people around them intersect as they ponder order and happiness in the face of life's cold unpredictability.",6.997495,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-09-02,0,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ask yourself if you're really happy.,Thirteen Conversations About One Thing,6.4,25
3000000,"[{""id"": 35, ""name"": ""Comedy""}]",,18892,"[{""id"": 718, ""name"": ""confession""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 3734, ""name"": ""ambition""}, {""id"": 4044, ""name"": ""groupie""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 7289, ""name"": ""cafeteria""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10266, ""name"": ""prom""}, {""id"": 10877, ""name"": ""dead body""}, {""id"": 13043, ""name"": ""dating""}, {""id"": 15479, ""name"": ""fashion""}, {""id"": 18001, ""name"": ""rock band""}, {""id"": 18020, ""name"": ""fantasy sequence""}, {""id"": 18512, ""name"": ""slow motion""}, {""id"": 33507, ""name"": ""multiple identities""}, {""id"": 33922, ""name"": ""pop music""}, {""id"": 34130, ""name"": ""makeover""}, {""id"": 162875, ""name"": ""polaroid camera""}, {""id"": 170418, ""name"": ""public humiliation""}, {""id"": 171556, ""name"": ""social outcast""}, {""id"": 188947, ""name"": ""sidekick""}, {""id"": 196645, ""name"": ""prank gone wrong""}, {""id"": 197077, ""name"": ""cliques""}, {""id"": 197092, ""name"": ""social climbing""}, {""id"": 197094, ""name"": ""back stabbing""}, {""id"": 197106, ""name"": ""dead teenager""}, {""id"": 197107, ""name"": ""goth girls""}]",en,Jawbreaker,"3 of Reagan High School's most popular girls pretend to kidnap their friend by shoving a jawbreaker into the victim's mouth to keep her from screaming. Their plan goes awry when the girl swallows the jawbreaker, choking to death. Now the leader of the pack will do anything to keep the accident a secret.",4.337685,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Crossroads Films"", ""id"": 3058}, {""name"": ""Kramer-Tornell Productions"", ""id"": 67035}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-01-30,3076820,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Suck it and see...,Jawbreaker,5.9,90
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,121986,"[{""id"": 6054, ""name"": ""friendship""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 161944, ""name"": ""responsibility""}, {""id"": 234042, ""name"": ""late coming of age""}]",en,Frances Ha,"An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks.",15.492257,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""RT Features"", ""id"": 30666}, {""name"": ""Pine District Pictures"", ""id"": 88533}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-05-17,4069826,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Frances Ha,7.2,345
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,10683,"[{""id"": 570, ""name"": ""rape""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1808, ""name"": ""lover (female)""}, {""id"": 2337, ""name"": ""pedophilia""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 6281, ""name"": ""partnership""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 156455, ""name"": ""unhappiness""}]",en,Happiness,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.",10.757539,"[{""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""Good Machine"", ""id"": 10565}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-10-16,2807390,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Finding happiness can be a tragic comedy.,Happiness,7.4,194
2800000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",,246403,"[{""id"": 1329, ""name"": ""canada""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 7240, ""name"": ""walrus""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 11112, ""name"": ""search""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 198015, ""name"": ""experimental surgery""}, {""id"": 235261, ""name"": ""abduction""}]",en,Tusk,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",15.754614,"[{""name"": ""Phase 4 Films"", ""id"": 9081}, {""name"": ""Demarest Films"", ""id"": 13241}, {""name"": ""SModcast Pictures"", ""id"": 13642}, {""name"": ""A24"", ""id"": 41077}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-19,1826705,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Let me tell you a story...,Tusk,5.1,366
3000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.hobowithashotgun.com/,49010,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 1667, ""name"": ""pimp""}, {""id"": 3508, ""name"": ""underwear""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 14546, ""name"": ""massacre""}, {""id"": 14707, ""name"": ""brutality""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14898, ""name"": ""spitting blood""}, {""id"": 14899, ""name"": ""white suit""}, {""id"": 14900, ""name"": ""genocide""}, {""id"": 14901, ""name"": ""body mutilation""}, {""id"": 18077, ""name"": ""extreme sadism""}, {""id"": 18078, ""name"": ""child killer""}, {""id"": 18081, ""name"": ""sawed off shotgun""}, {""id"": 18082, ""name"": ""flamethrower""}, {""id"": 18083, ""name"": ""attempted robbery""}, {""id"": 18085, ""name"": ""intestines""}, {""id"": 18086, ""name"": ""disembowelment""}, {""id"": 18087, ""name"": ""attempted rape""}, {""id"": 18088, ""name"": ""shot repeatedly""}]",en,Hobo with a Shotgun,"A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile Santa, the Hobo goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.",16.900433,"[{""name"": ""Rhombus Media"", ""id"": 164}, {""name"": ""Yer Dead Productions"", ""id"": 6869}, {""name"": ""Telefilm Canada"", ""id"": 7320}, {""name"": ""Whizbang Films"", ""id"": 17457}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2011-05-06,748453,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Delivering justice, one shell at a time...",Hobo with a Shotgun,5.7,211
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,11229,"[{""id"": 378, ""name"": ""prison""}, {""id"": 5034, ""name"": ""attempt to escape""}, {""id"": 6669, ""name"": ""step father""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 11546, ""name"": ""hitchhiker""}]",en,Freeway,"Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood.",4.682881,"[{""name"": ""The Kushner-Locke Company"", ""id"": 2499}, {""name"": ""August Entertainment"", ""id"": 3322}, {""name"": ""Multicom entertainment"", ""id"": 30702}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-23,0,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Her life is no fairy tale.,Freeway,6.5,95
0,"[{""id"": 10770, ""name"": ""TV Movie""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,22488,[],en,Love's Abiding Joy,"The continued Westward journey of settlers Missie and Willie Lahaye. Their roots now firmly planted as they set up homestead in the far West, Missie begins to realize her passion for teaching as Willie cares for the couple's young daughter Kathy while expanding the family ranch with a little help from sons Jeff and Matthew. When the frontier railroad comes to town, the pleasure of a long-promised visit from Missie's father Clark is suddenly offset by the tragic death of young Kathy. As the untimely demise of their beloved daughter begins to drive an emotional wedge between Missie and Willie, the devastated father unexpectedly accepts an offer made by the powerful Samuel Doros to assume the role of town sheriff. Their faith shaken and their once close-knit bond suddenly torn asunder, Missie and Willie desperately attempt to bring their crumbling family back together as son Jeff faces a series of dangers while hopelessly falling for Doros' beautiful daughter Colette.",1.128559,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-06,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Love's Abiding Joy,5.8,12
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.sonyclassics.com/damselsindistress/,82533,"[{""id"": 3616, ""name"": ""college""}, {""id"": 5248, ""name"": ""female friendship""}, {""id"": 206298, ""name"": ""young adult""}]",en,Damsels in Distress,"A trio of beautiful girls set out to revolutionize life at a grungy American university: the dynamic leader Violet Wister, principled Rose and sexy Heather. They welcome transfer student Lily into their group which seeks to help severely depressed students with a program of good hygiene and musical dance numbers.",3.750338,"[{""name"": ""Westerly Films"", ""id"": 37812}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-06,0,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"For these girls... it's not what you learn, it's whom you educate.",Damsels in Distress,5.6,67
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",,34099,"[{""id"": 156321, ""name"": ""tv movie""}]",en,Brave New Girl,"Holly has everything it takes to be a star; the voice, the dream and the dedication, but she lacks the means to break away from her humble Texas upbringing. Then she gets the chance to attend an art and music school on the East coast and her future suddenly looks bright. But the road to stardom is a bumpy one.",0.18094,"[{""name"": ""Lions Gate Television"", ""id"": 7601}, {""name"": ""Park Lane Productions"", ""id"": 57346}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-25,0,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Brave New Girl,3.7,3
0,"[{""id"": 35, ""name"": ""Comedy""}]",,79940,"[{""id"": 1946, ""name"": ""restaurant""}, {""id"": 1994, ""name"": ""wolf""}, {""id"": 6490, ""name"": ""shopping mall""}, {""id"": 11614, ""name"": ""filmmaker""}, {""id"": 199156, ""name"": ""billion dollars""}, {""id"": 199157, ""name"": ""fake commercial""}]",en,Tim and Eric's Billion Dollar Movie,"Two guys get a billion dollars to make a movie, only to watch their dream run off course.",1.75311,"[{""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Funny or Die"", ""id"": 21213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-03-02,0,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Tim and Eric's Billion Dollar Movie,5.2,34
0,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,281230,"[{""id"": 187056, ""name"": ""woman director""}]",en,Fort McCoy,"Unable to serve in World War II because of a heart condition, a barber moves his family adjacent to a Wisconsin army base and prisoner-of-war camp to provide his services. But even in rural America -- far from the frontline -- the war finds victims.",0.384496,[],[],2014-01-01,0,0,[],Released,,Fort McCoy,6.3,2
3000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",,38541,"[{""id"": 9866, ""name"": ""basement""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 41640, ""name"": ""septic tank""}, {""id"": 41642, ""name"": ""town in panic""}, {""id"": 41643, ""name"": ""welding""}, {""id"": 41644, ""name"": ""gunshot""}]",en,The Divide,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",11.882563,"[{""name"": ""Instinctive Film"", ""id"": 4306}, {""name"": ""Manitoba Film and Video Production Tax Credit"", ""id"": 11715}, {""name"": ""Preferred Content"", ""id"": 13362}, {""name"": ""Julijette"", ""id"": 34994}, {""name"": ""Ink Connection"", ""id"": 46135}, {""name"": ""BR Group"", ""id"": 46136}, {""name"": ""Manitoba Film & Music"", ""id"": 46137}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-13,22000,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The lucky ones died in the blast,The Divide,5.7,197
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.theeclipsefilm.com/,39563,[],en,The Eclipse,"Michael Farr (Hinds) is a widower living in a misty Irish seaside town who is struggling to adjust to his new role as the sole caretaker of his two children. Still reeling from the death of his wife, he has been plagued by terrifying apparitions. When he volunteers at a local literary festival, he finds himself drawn to Lena Morelle (Hjejle), an empathetic author of supernatural fiction (Hjelje). While Lena tries to help Michael with the mystery of his nightmarish visions, she must contend with problems of her own—she’s being jealously pursued by a self-obsessed novelist (Quinn), her one-time lover. As the three adults’ lives converge, the turbulence of the phantom world will soon have nothing on that of the living.",9.342465,[],[],2009-04-24,0,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,If there is life after death - love lives on,The Eclipse,6.1,15
0,"[{""id"": 35, ""name"": ""Comedy""}]",,27404,"[{""id"": 10183, ""name"": ""independent film""}]",en,My Big Fat Independent Movie,"This film is a spoof along the lines of ""Scary Movie"" and ""Not Another Teen Movie."" It includes parodies of some of the indie film world's most renowned movies such as ""Memento,"" ""Pulp Fiction,"" ""Magnolia,"" ""My Big Fat Greek Wedding,"" ""Amelie,"" ""Run Lola Run,"" ""El Mariachi,"" ""The Good Girl,"" ""Pi,"" ""Swingers"" and many others.",0.68822,"[{""name"": ""Film Threat DVD"", ""id"": 60481}, {""name"": ""Aloha Pictures"", ""id"": 73337}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-03-04,0,80,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The lowbrow comedy for the highbrow crowd.,My Big Fat Independent Movie,3.0,5
0,"[{""id"": 18, ""name"": ""Drama""}]",http://www.tannerhallthefilm.com/,71866,"[{""id"": 6271, ""name"": ""boarding school""}, {""id"": 187056, ""name"": ""woman director""}]",en,Tanner Hall,"Tanner Hall is a vivid peek into the private world of an all-girls boarding school. In a cozy, but run down New England, the knot of adolescent complexity is unraveled through the coming of age stories of four teen-age girls.",2.015525,"[{""name"": ""Tax Credit Finance"", ""id"": 3782}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-14,0,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,,Tanner Hall,5.4,32
0,"[{""id"": 35, ""name"": ""Comedy""}]",,180296,[],en,They Came Together,A small business owner is about to lose her shop to a major corporate development.,12.036888,"[{""name"": ""Lionsgate"", ""id"": 1632}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-27,0,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He came...She came...They both came,They Came Together,5.3,171
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",,70006,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 4392, ""name"": ""cage""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 11772, ""name"": ""cage fighting""}, {""id"": 155646, ""name"": ""kickboxer""}, {""id"": 156159, ""name"": ""martial arts tournament""}, {""id"": 156160, ""name"": ""beefcake""}, {""id"": 156162, ""name"": ""martial arts training""}]",en,Never Back Down 2: The Beatdown,Four fighters different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in heir midst.,9.249229,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-13,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Never Back Down 2: The Beatdown,5.8,136
3,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,79587,[],en,Four Single Fathers,"A comedy/drama about four Italian single fathers trying to cope with American ex-wives, children, family, and new relationships, set in New York and Rome.",0.008263,"[{""name"": ""Indiana Production Company"", ""id"": 18156}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2009-01-15,0,100,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Comedy,Four Single Fathers,0.0,0
3000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,260947,"[{""id"": 1523, ""name"": ""obsession""}, {""id"": 1897, ""name"": ""oregon""}, {""id"": 10183, ""name"": ""independent film""}]",en,Something Wicked,"A young couple embark upon their honeymoon against the chilling landscapes of the Pacific Northwest. But when tragedy strikes, gruesome secrets from their past collide with sinister forces of the present...",1.968679,"[{""name"": ""Merchant Films"", ""id"": 21110}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-04-04,0,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Something Wicked,4.6,16
3200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,43213,[],en,Chicago Overcoat,The fates of an aging hitman and a washed up detective become entwined when one last job leads to one last chance to settle an old score.,1.034844,"[{""name"": ""Chicago Overcoat Productions"", ""id"": 72688}, {""name"": ""Beverly Ridge Pictures"", ""id"": 72689}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-10,0,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The glory days are back,Chicago Overcoat,6.1,5
2900000,"[{""id"": 18, ""name"": ""Drama""}]",,666,"[{""id"": 983, ""name"": ""brazilian""}, {""id"": 1161, ""name"": ""brazil""}, {""id"": 1809, ""name"": ""rio de janeiro""}, {""id"": 3344, ""name"": ""letter""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 34139, ""name"": ""railroad""}, {""id"": 158639, ""name"": ""missing father""}, {""id"": 158642, ""name"": ""long lost relative""}, {""id"": 158651, ""name"": ""realism""}]",pt,Central do Brasil,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",5.928937,"[{""name"": ""MACT Productions"", ""id"": 393}, {""name"": ""Videofilms"", ""id"": 394}, {""name"": ""Riofilm"", ""id"": 395}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}]",1998-01-16,5596708,113,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,He was looking for the father he never knew. She was looking for a second chance.,Central Station,7.6,126
2900000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,248,"[{""id"": 419, ""name"": ""dude""}, {""id"": 947, ""name"": ""prohibition""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 33673, ""name"": ""apple""}, {""id"": 157904, ""name"": ""luck""}, {""id"": 162752, ""name"": ""dowager""}, {""id"": 165282, ""name"": ""high society""}, {""id"": 214548, ""name"": ""1930s""}]",en,Pocketful of Miracles,"Damon Runyon's fairytale, sweet and funny, is told by director Frank Capra. Boozy, brassy Apple Annie, a beggar with a basket of apples, is as much as part of downtown New York as old Broadway itself. Bootlegger Dave the Dude is a sucker for her apples --- he thinks they bring him luck. But Dave and girlfriend Queenie Martin need a lot more than luck when it turns out that Annie is in a jam and only they can help: Annie's daughter Louise, who has lived all her life in a Spanish convent, is coming to America with a Count and his son. The count's son wants to marry Louise, who thinks her mother is part of New York society. It's up to Dave and Queenie and their Runyonesque cronies to turn Annie into a lady and convince the Count and his son that they are hobnobbing with New York's elite.",3.370225,"[{""name"": ""Franton Production"", ""id"": 1044}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1961-12-18,5000000,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,You have to see it to believe it!,Pocketful of Miracles,7.3,25
